"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045121","CC","GO:0045121","membrane raft","58/2101","293/19960",0.197952218430034,1.88059318413302,5.20827512501313,1.58730663664133e-06,9.00796516293955e-05,7.8390669862199e-05,"4118/4099/7143/4137/114/90249/23017/4846/3991/1136/8692/1901/9289/59272/51704/51090/54209/1820/7223/7133/7851/10580/150372/5175/7097/55824/1604/150696/8436/7804/3689/3643/868/26509/10395/120892/7010/2149/949/8871/9846/5045/91663/3635/7048/5420/6513/84876/3480/6786/7132/4641/5573/3753/9495/3356/6469/6401",58
"GO:0035579","CC","GO:0035579","specific granule membrane","26/2101","91/19960",0.285714285714286,2.71435370911811,5.6219498773534,1.4431869381887e-06,8.93463913551365e-05,7.77525594449986e-05,"2204/64386/222487/101/1143/23601/5329/634/7133/22918/6518/3689/3685/963/9725/6793/8514/81619/23352/64114/23250/5906/6843/51382/221/55754",26
"GO:0098857","CC","GO:0098857","membrane microdomain","59/2101","295/19960",0.2,1.90004759638267,5.34174750340659,9.11071824814917e-07,6.20439912698959e-05,5.39929934074525e-05,"4118/4099/7143/4137/114/90249/7439/23017/4846/3991/1136/8692/1901/9289/59272/51704/51090/54209/1820/7223/7133/7851/10580/150372/5175/7097/55824/1604/150696/8436/7804/3689/3643/868/26509/10395/120892/7010/2149/949/8871/9846/5045/91663/3635/7048/5420/6513/84876/3480/6786/7132/4641/5573/3753/9495/3356/6469/6401",59
"GO:0030667","CC","GO:0030667","secretory granule membrane","64/2101","320/19960",0.2,1.90004759638267,5.56703011349585,3.19690723344001e-07,2.41899313996961e-05,2.10509797944646e-05,"2204/26002/6556/64386/222487/8972/11025/8778/2215/101/27180/11314/1143/63910/23601/3690/5329/3687/6402/634/10312/7133/79888/3674/23114/150372/5175/4257/7097/22918/960/1604/6518/9545/2212/3689/94121/3685/976/963/11031/9725/54760/6793/23218/8514/81619/23352/3106/55362/64114/23250/2548/5906/2683/8904/6843/340061/51382/5660/221/55754/1363/5099",64
"GO:0031514","CC","GO:0031514","motile cilium","64/2101","316/19960",0.20253164556962,1.92409883177992,5.67937893696453,1.99427690868448e-07,1.69762821851766e-05,1.47733934156495e-05,"8632/26762/6676/220004/8751/57662/10809/5906/80705/221264/11092/51098/64800/8100/85452/6103/84223/79925/83538/55779/11020/57639/89876/56171/4117/158787/93190/154865/27285/4867/402160/80217/642987/51626/85016/164395/84288/283152/222235/257044/26074/64147/55329/339778/1768/730112/146845/200373/84688/85478/79846/345895/222967/149465/53340/1069/440585/254956/343521/389799/64446/202500/84075/158297",64
"GO:0031256","CC","GO:0031256","leading edge membrane","44/2101","182/19960",0.241758241758242,2.29676083079224,6.02779173046969,9.76141190831405e-08,9.4964592993741e-06,8.26417278854257e-06,"134/7399/4137/90249/2268/30817/2565/2852/11170/388325/3690/3783/2564/3678/5141/83442/23396/135/23136/960/10044/1969/64005/64787/3643/23550/50649/3685/9780/10395/221472/9026/92154/5335/6711/4641/24138/23586/9847/9912/1915/378/84059/9495",44
"GO:0022010","BP","GO:0022010","central nervous system myelination","15/2006","27/18986",0.555555555555556,5.25811454525313,7.6101537477907,1.09567945347148e-08,6.55545017011988e-06,5.78864755470881e-06,"84504/5354/4336/6900/6663/4118/4099/745/3766/1272/79152/7097/54468/20/9334",15
"GO:0032291","BP","GO:0032291","axon ensheathment in central nervous system","15/2006","27/18986",0.555555555555556,5.25811454525313,7.6101537477907,1.09567945347148e-08,6.55545017011988e-06,5.78864755470881e-06,"84504/5354/4336/6900/6663/4118/4099/745/3766/1272/79152/7097/54468/20/9334",15
"GO:0048709","BP","GO:0048709","oligodendrocyte differentiation","34/2006","110/18986",0.309090909090909,2.92542372881356,6.96096740400414,4.45990470529823e-09,3.33545123147492e-06,2.94529759419629e-06,"84504/5354/4336/6900/93377/116448/6663/10215/4118/4099/118738/2840/745/30812/1267/5803/3766/23500/1272/7223/7133/79152/7097/27242/54468/20/4851/9334/8892/664/1445/3066/146433/6469",34
"GO:0031253","CC","GO:0031253","cell projection membrane","73/2101","358/19960",0.20391061452514,1.93719936502703,6.13729718053031,2.1109236593515e-08,2.39589835336396e-06,2.08500003546473e-06,"4036/5794/57348/134/7399/4137/90249/2847/2268/30817/2565/9283/768206/2852/11170/388325/3690/3783/2564/80045/92211/59272/634/3678/5141/83442/64078/23396/135/23136/960/10044/8140/150696/1969/6094/64787/3643/23550/50649/9249/3685/9780/85358/10395/221472/9026/92154/132884/5420/5335/6711/10999/4641/2683/4651/24138/79770/23586/6550/9847/129880/1915/378/91147/84455/84059/200728/192668/79583/9495/10568/54084",73
"GO:0001726","CC","GO:0001726","ruffle","47/2101","185/19960",0.254054054054054,2.4135739737834,6.62521543934375,6.79472555359644e-09,9.25441620399835e-07,8.05353786668378e-07,"2268/30817/4210/11170/388325/3690/822/3783/27124/10603/146206/3678/5141/83442/23396/10044/1969/4650/11275/64787/23550/50649/3685/10395/221472/87/64411/9026/92154/10458/91663/50855/5420/5335/51429/10163/8874/4644/23191/4641/4651/24138/23586/9847/1915/378/10324",47
"GO:0042552","BP","GO:0042552","myelination","44/2006","158/18986",0.278481012658228,2.63571311382309,7.09635782774213,1.0552328384233e-09,9.01922581755227e-07,7.96423100157373e-07,"84504/5653/5354/4336/6900/8537/6663/10215/4118/4155/4099/118738/2065/745/5129/7038/7368/79628/1890/5803/6334/3766/3687/51090/1272/7133/287/57716/7851/79152/23114/7097/23136/27242/54468/20/9334/5915/4665/5604/8892/23191/84668/225",44
"GO:0060271","BP","GO:0060271","cilium assembly","83/2006","398/18986",0.208542713567839,1.9737746559317,6.74816345201483,8.78459611197438e-10,8.75970642299045e-07,7.73506805017534e-07,"8632/221481/5992/5314/3766/3911/1952/4851/1453/3064/138639/25937/54935/221908/115704/9371/79598/79770/11092/26146/23268/55081/57562/84747/144535/51098/10096/199221/8100/85452/6103/95681/84223/129880/79925/83538/84100/93233/27077/55779/378/65062/11020/57639/89876/56171/91147/4117/154865/79989/51382/27285/29070/23322/55764/80217/51626/126820/200728/55130/23329/116143/57539/26074/339829/79645/55329/6674/200373/85478/2302/79846/345895/79583/149465/150737/161582/51473/257236/64446/55172/158297/647309",83
"GO:0010001","BP","GO:0010001","glial cell differentiation","63/2006","267/18986",0.235955056179775,2.23322168326481,6.97521153441562,6.04274247047439e-10,7.23074564016965e-07,6.38495251774967e-07,"84504/5354/4336/6900/93377/60484/116448/6663/10215/4118/4099/118738/2065/2840/63827/6279/6280/745/2670/30812/4137/9283/1840/1267/79628/84630/23418/5803/3766/80045/23500/5270/54209/1272/5209/7223/7133/57716/79152/650/7097/135/3949/27242/54468/20/4851/274/9334/4781/6774/4665/5604/8892/9463/56339/664/1445/3066/6692/146433/51176/6469",63
"GO:0007272","BP","GO:0007272","ensheathment of neurons","45/2006","160/18986",0.28125,2.6619204885344,7.25593073358861,4.81655517964396e-10,7.20436240995245e-07,6.3616553806929e-07,"84504/5653/5354/4336/6900/8537/6663/10215/4118/4155/4099/118738/2065/745/5129/7038/7368/79628/1890/5803/6334/3766/3687/51090/1272/7133/287/57716/7851/79152/23114/7097/23136/27242/54468/20/9334/5915/4665/5604/8892/5467/23191/84668/225",45
"GO:0008366","BP","GO:0008366","axon ensheathment","45/2006","160/18986",0.28125,2.6619204885344,7.25593073358861,4.81655517964396e-10,7.20436240995245e-07,6.3616553806929e-07,"84504/5653/5354/4336/6900/8537/6663/10215/4118/4155/4099/118738/2065/745/5129/7038/7368/79628/1890/5803/6334/3766/3687/51090/1272/7133/287/57716/7851/79152/23114/7097/23136/27242/54468/20/9334/5915/4665/5604/8892/5467/23191/84668/225",45
"GO:0042063","BP","GO:0042063","gliogenesis","78/2006","355/18986",0.219718309859155,2.07954727367194,7.05731789732227,2.22036312427733e-10,6.64872830326685e-07,5.87101477943582e-07,"84504/5354/4336/6900/93377/60484/116448/6663/4036/10215/4118/4099/118738/2065/2840/63827/6279/6280/374/745/2670/30812/4137/9283/1840/1267/79628/84630/23418/5803/57165/3766/9289/80045/23500/5270/147495/54209/1272/5209/7223/7133/57716/79152/650/7097/135/3949/8140/27242/7804/54468/25777/57178/20/4851/274/9334/4781/6774/4665/5604/8892/9463/56339/664/1445/4692/3066/3912/4323/6692/146433/4147/51176/1524/6469/6348",78
"GO:0044782","BP","GO:0044782","cilium organization","89/2006","427/18986",0.208430913348946,1.97271651088888,6.98754891994714,2.22253996432119e-10,6.64872830326685e-07,5.87101477943582e-07,"8632/221481/5992/5314/3766/3911/1952/4851/1453/3064/138639/25937/54935/221908/115704/9371/79598/79770/11092/26146/23268/55081/57562/84747/144535/51098/10096/199221/8100/85452/6103/95681/84223/129880/79925/83538/145483/84100/93233/27077/55779/378/65062/11020/57639/89876/56171/91147/4117/166379/154865/79989/51382/27285/29070/23322/92104/55764/80217/167691/51626/126820/200728/55130/23329/116143/57539/26074/339829/79645/55329/6674/200373/85478/2302/79846/345895/79583/128344/149465/150737/161582/51473/150082/257236/64446/55172/158297/647309",89
"GO:0099568","CC","GO:0099568","cytoplasmic region","70/2101","311/19960",0.22508038585209,2.13831723065574,6.93948313496594,5.39119805672331e-10,9.17851469157143e-08,7.98748554193479e-08,"8632/10382/81832/4137/3800/220004/57662/8541/120892/9026/10458/9783/27445/23095/23287/23332/5573/9371/11092/26146/55081/144535/199221/64800/85452/129880/83538/84100/93233/57639/89876/56171/4117/158787/93190/154865/55259/27285/29070/23322/92104/79882/80217/167691/51626/126820/55130/57539/26074/339829/55329/339778/1768/730112/146845/200373/84688/85478/345895/150737/440585/51473/201625/343521/389799/150082/257236/64446/50632/158297",70
"GO:0032838","CC","GO:0032838","plasma membrane bounded cell projection cytoplasm","66/2101","275/19960",0.24,2.28005711565921,7.33131419260513,9.46366671164966e-11,2.14825234354447e-08,1.8694892486522e-08,"8632/10382/81832/4137/3800/220004/57662/120892/9026/10458/23095/23287/5573/9371/11092/26146/55081/144535/199221/64800/85452/129880/83538/84100/93233/57639/89876/56171/4117/158787/93190/154865/55259/27285/29070/23322/92104/79882/80217/167691/51626/126820/55130/57539/26074/339829/55329/339778/1768/730112/146845/200373/84688/85478/345895/150737/440585/51473/201625/343521/389799/150082/257236/64446/50632/158297",66
"GO:0005930","CC","GO:0005930","axoneme","55/2101","187/19960",0.294117647058824,2.79418764173923,8.4548562421901,7.05366036928439e-13,3.05220391142977e-10,2.65614159074883e-10,"8632/10382/220004/57662/5573/11092/26146/55081/144535/199221/64800/85452/129880/83538/84100/93233/57639/89876/56171/4117/158787/93190/154865/55259/27285/29070/23322/92104/80217/167691/51626/126820/55130/57539/26074/339829/55329/339778/1768/730112/146845/200373/84688/85478/345895/150737/440585/51473/201625/343521/389799/150082/257236/64446/158297",55
"GO:0097014","CC","GO:0097014","ciliary plasm","55/2101","188/19960",0.292553191489362,2.77932494151721,8.40741987118368,8.96388813929447e-13,3.05220391142977e-10,2.65614159074883e-10,"8632/10382/220004/57662/5573/11092/26146/55081/144535/199221/64800/85452/129880/83538/84100/93233/57639/89876/56171/4117/158787/93190/154865/55259/27285/29070/23322/92104/80217/167691/51626/126820/55130/57539/26074/339829/55329/339778/1768/730112/146845/200373/84688/85478/345895/150737/440585/51473/201625/343521/389799/150082/257236/64446/158297",55
