"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000233521",6.99810518101833,3.39757242648089,1.0682342298668,3.18055004369645,0.00146995747956142,0.0157597040315915
"ENSG00000169245",5.84204857771813,3.38863390677793,1.03253628968572,3.28185453686025,0.00103126790207676,0.0121331861148469
"ENSG00000229498",7.39400596389289,3.38125905291543,0.78879549481958,4.28661050313025,1.8141997669513e-05,0.00057363373284171
"ENSG00000183421",6.46917933011355,3.35661617089491,1.54225104542289,2.17643954974562,0.0295224091924265,0.131036994766124
"ENSG00000130383",11.2841292976028,3.32052748592015,0.992184144707995,3.34668468915859,0.000817841789010149,0.0102079928118503
"ENSG00000169429",26.8694612692719,3.30339680284068,0.602527407385596,5.48256687139649,4.19198463494217e-08,4.2652220318717e-06
"ENSG00000310471",32.781738030644,3.29330582338854,0.677138277985842,4.86356469639337,1.15290317861738e-06,6.19040353545503e-05
"ENSG00000126778",46.6471318835217,3.28200315667176,0.827210035781779,3.96755722815911,7.26130790768246e-05,0.00164394753660596
"ENSG00000198848",30.891411746008,3.27811135908553,0.513051544919925,6.38943862764738,1.66495842671019e-10,4.83744421111609e-08
"ENSG00000164318",22.6842731531625,3.2754898046857,0.630241309765043,5.1971994757164,2.02313234879478e-07,1.49022219122915e-05
"ENSG00000289604",6.61332209235438,3.27100212421672,0.98462558174968,3.32207712743371,0.000893499922708398,0.010896794078308
"ENSG00000052850",28.0003092712084,3.26596176851957,0.657440792837396,4.96768956855304,6.77553116520653e-07,4.04505398262524e-05
"ENSG00000171124",11.971757233082,3.25611432349148,0.885044751473039,3.67903918764799,0.000234114296375761,0.00395724288036832
"ENSG00000006747",189.779564037832,3.25351567388245,0.562951760768772,5.77938626471195,7.49736173155345e-09,1.06778883581895e-06
"ENSG00000197249",124.76755609807,3.24681662491923,0.522722265855124,6.21136086408667,5.25276889493419e-10,1.23742931381652e-07
"ENSG00000064300",72.3066991349365,3.23797461670659,0.760074723464673,4.26007406475357,2.04359173557078e-05,0.000629421440440994
"ENSG00000162747",14.1839421241358,3.23701650811355,0.651094707594338,4.97165231164859,6.63846802958039e-07,3.99055863231029e-05
"ENSG00000108821",214.398851486915,3.22267372140742,0.680591511296926,4.73510713535985,2.18939415187596e-06,0.000101688219675674
"ENSG00000144837",58.5291990530128,3.21446913611879,0.423048199980339,7.59835199929508,2.99925604795042e-14,4.12776559988714e-11
"ENSG00000198523",42.395523890855,3.2011868078166,0.53253353850603,6.01123981185714,1.84109817646611e-09,3.64718759215245e-07
"ENSG00000162692",146.936754344003,3.19535195738481,0.441379894344218,7.23945969974984,4.50475708912005e-13,4.06189286632415e-10
"ENSG00000225217",24.013233149235,3.19007283543052,0.667685921229829,4.77780455450467,1.77219509461035e-06,8.65725786645165e-05
"ENSG00000290878",30.0399436446043,3.18997755331956,0.615863603133104,5.17968189237208,2.22264595952021e-07,1.61444358876372e-05
"ENSG00000109625",28.1375752220902,3.17676294630782,0.692173634679975,4.58954630332979,4.44210456102642e-06,0.000181778704485571
"ENSG00000263563",21.398023351892,3.16236295038278,0.490624962628914,6.4455810267743,1.1515838253919e-10,3.58485302978249e-08
"ENSG00000110077",99.1673361819763,3.14174347342292,0.507372923865259,6.19217803245894,5.93384730265686e-10,1.38539440283191e-07
