,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000289404,17.20076535,1.886001623,0.916230369,2.058436051,0.039548294,0.370880336
ENSG00000149596,19.90660924,1.879330756,0.615922831,3.051243861,0.002278954,0.088240726
ENSG00000163472,127.3430518,1.874662165,0.418836517,4.475880418,7.61E-06,0.001921096
ENSG00000019991,222.0886788,1.866605321,0.417623445,4.469589396,7.84E-06,0.001952442
ENSG00000100368,12.6693713,1.866305205,0.580603216,3.214424504,0.001307063,0.063069858
ENSG00000239732,36.36276072,1.865189223,0.811632549,2.298070998,0.021557749,0.287042483
ENSG00000289562,33.7736764,1.864309809,0.473115676,3.940494693,8.13E-05,0.009806335
ENSG00000165806,218.633949,1.864232953,0.378264125,4.928389528,8.29E-07,0.000327046
ENSG00000249592,179.6544718,1.861180736,0.408948215,4.551140381,5.34E-06,0.001443202
ENSG00000274080,16.29975016,1.861016731,0.786018388,2.367650375,0.017901444,0.265008549
ENSG00000233670,56.77845657,1.861011347,0.627177476,2.967280263,0.00300447,0.105737224
ENSG00000145703,13.76294796,1.856409277,0.720543971,2.576399708,0.009983516,0.200285789
ENSG00000287338,33.98634002,1.84916294,0.701468725,2.636130269,0.008385753,0.184358084
ENSG00000280138,30.34193353,1.848341449,0.590559834,3.129812328,0.00174918,0.07476067
ENSG00000146233,26.63151858,1.833632219,0.731307775,2.507333139,0.0121646,0.223700714
ENSG00000253636,30.35917574,1.829803812,0.616379199,2.968633292,0.002991273,0.105665616
ENSG00000142102,44.39525169,1.828314395,0.5593176,3.268830434,0.00107993,0.057002643
ENSG00000293434,274.2723447,1.827205853,0.506384595,3.608336179,0.000308167,0.025252014
ENSG00000260280,141.5414488,1.814860041,0.526740414,3.445454332,0.0005701,0.038828341
ENSG00000259868,10.42014292,1.812114798,0.641596617,2.824383341,0.004737169,0.133870981
ENSG00000117228,148.3156294,1.810871378,0.336357548,5.383769121,7.29E-08,5.12E-05
ENSG00000302324,33.5405419,1.797973509,2.408362188,0.74655445,0.455332552,0.825950043
ENSG00000123689,72.24552565,1.796307786,0.554575059,3.239070632,0.001199199,0.060872999
ENSG00000106560,38.78249153,1.793876429,0.600157538,2.989009244,0.002798837,0.10017613
ENSG00000269068,15.48055779,1.792291562,0.567842997,3.15631534,0.00159776,0.070517463
ENSG00000253875,20.71837476,1.787427313,0.608112369,2.939304317,0.003289499,0.1122246
ENSG00000136167,119.8421558,1.770622997,0.526662934,3.361966228,0.000773896,0.04585962
ENSG00000205085,20.37944242,1.770082048,0.550577803,3.214953521,0.001304656,0.063069858
ENSG00000235750,121.8982633,1.767385675,0.287048739,6.157092623,7.41E-10,1.17E-06
ENSG00000067182,774.4236478,1.761653316,0.297166237,5.928174518,3.06E-09,4.14E-06
ENSG00000101680,31.4949577,1.755722249,0.37909976,4.631293484,3.63E-06,0.001127934
ENSG00000214688,179.081517,1.754877347,0.776508272,2.259959632,0.023823756,0.303176851
ENSG00000205929,12.17500897,1.752103493,0.784464398,2.233502882,0.0255158,0.310891394
ENSG00000261067,14.13502352,1.748948959,0.648055737,2.698763177,0.006959768,0.166843393
ENSG00000171051,40.31498314,1.747073795,0.684876939,2.550930969,0.01074356,0.209709866
ENSG00000142798,203.8413177,1.739542358,0.435309635,3.996103509,6.44E-05,0.008238028
ENSG00000102265,489.6398485,1.734624698,0.416007166,4.169699079,3.05E-05,0.004893991
ENSG00000280136,16.3605988,1.732256713,0.924419195,1.873886569,0.060946061,0.44256258
ENSG00000134871,466.307263,1.718431708,0.392298586,4.380417797,1.18E-05,0.002493936
ENSG00000143036,165.6052314,1.715578156,0.411322707,4.170881227,3.03E-05,0.004893991
ENSG00000142089,4445.705195,1.713724167,0.450777813,3.801704782,0.000143704,0.014868249
ENSG00000116962,99.73623846,1.712361524,0.442603763,3.86883634,0.000109356,0.012179686
ENSG00000263126,23.40634475,1.708361896,0.53928659,3.16781824,0.001535875,0.068747658
ENSG00000255920,33.72591991,1.704451318,0.435181251,3.916646946,8.98E-05,0.010494239
ENSG00000185201,1158.443342,1.703885501,0.502538418,3.390557696,0.000697506,0.043577106
ENSG00000135378,18.65812003,1.702613731,0.731583402,2.327299562,0.019949327,0.276515782
ENSG00000184574,51.38716031,1.693673399,0.671070119,2.523839686,0.011608085,0.218259667
ENSG00000110852,75.44948974,1.692461213,0.426332814,3.969812215,7.19E-05,0.008901368
ENSG00000251562,6202.070233,1.691108855,0.412354716,4.10110225,4.11E-05,0.006178898
ENSG00000133321,544.2583016,1.674489494,0.428777501,3.905264364,9.41E-05,0.010933216
ENSG00000224389,493.3083288,1.672279294,0.524972106,3.185463141,0.001445225,0.065778588
ENSG00000203709,112.5827483,1.669592181,0.490096734,3.406658451,0.000657634,0.041784012
ENSG00000126266,10.22616046,1.665966037,0.801192499,2.079358005,0.037584457,0.365437792
ENSG00000179331,64.83446856,1.665526408,0.551631753,3.019272186,0.002533828,0.094813231
ENSG00000185291,72.95904087,1.665514177,0.427517628,3.895778951,9.79E-05,0.011097777
ENSG00000214548,4071.973484,1.664357174,0.461385371,3.607303738,0.000309395,0.025252014
ENSG00000143382,23.57935769,1.664101152,0.56998361,2.919559657,0.003505263,0.117215537
ENSG00000162458,52.2125277,1.656085696,0.412594095,4.013837611,5.97E-05,0.007747307
ENSG00000107736,110.7011316,1.654683746,0.432669097,3.824363141,0.000131111,0.013939009
ENSG00000167772,785.6409812,1.650067801,0.720852417,2.289050799,0.022076401,0.291082575
ENSG00000276445,34.26400565,1.648036072,0.496699783,3.317972198,0.000906735,0.050793261
ENSG00000110077,52.75595261,1.643852539,0.737779497,2.228108189,0.025873301,0.313626817
ENSG00000173918,290.5245087,1.63866949,0.371407372,4.412054289,1.02E-05,0.002256687
ENSG00000125430,64.55642995,1.635801136,0.689012574,2.374123778,0.017590653,0.263495792
ENSG00000197905,68.95255236,1.634939329,0.477876722,3.421257524,0.000623323,0.040837349
ENSG00000099994,18.01631764,1.634434525,0.66084112,2.473263958,0.013388521,0.230452969
ENSG00000162645,171.817699,1.633102043,0.475799419,3.432332995,0.000598412,0.039895559
ENSG00000291230,26.91278062,1.629872918,0.86468289,1.884937168,0.059438321,0.438194544
ENSG00000169684,28.50553037,1.626373708,0.687396293,2.365991387,0.017981863,0.265639515
ENSG00000203747,313.968174,1.624952744,0.695236334,2.337266717,0.01942532,0.273274582
ENSG00000284922,25.11669312,1.623585052,0.816373359,1.988777603,0.046725756,0.399957262
ENSG00000102886,10.73159033,1.621765316,0.660069145,2.45696277,0.014011721,0.235820373
ENSG00000178150,16.89621052,1.621507565,0.416967097,3.888814195,0.000100735,0.011285919
ENSG00000197748,23.69079332,1.619977379,0.477018044,3.396050523,0.000683657,0.042862149
ENSG00000142173,181.161768,1.614480399,0.363457727,4.442003232,8.91E-06,0.00208333
ENSG00000182326,490.32679,1.613192354,0.30378749,5.310265922,1.09E-07,6.48E-05
ENSG00000280367,12.17078733,1.611702344,0.58175138,2.770431494,0.005598208,0.14742206
ENSG00000157110,128.3033972,1.609016427,0.394263113,4.081072694,4.48E-05,0.006529074
ENSG00000182541,543.0983405,1.608808675,0.34800807,4.622906226,3.78E-06,0.001155587
ENSG00000176046,498.2902022,1.608797181,0.643832621,2.498781716,0.012462105,0.224924115
ENSG00000142449,17.1642053,1.597812491,0.706260055,2.262357157,0.023675346,0.303048563
ENSG00000171345,17.94817404,1.59491135,0.609511483,2.61670435,0.00887832,0.188666798
ENSG00000106624,915.9457083,1.593755654,0.408645588,3.900092653,9.62E-05,0.011097777
ENSG00000163874,16.1481577,1.592891667,0.571686215,2.786304136,0.005331283,0.143215147
ENSG00000267107,98.99580046,1.589070176,0.436044535,3.644284121,0.000268137,0.023022579
ENSG00000107438,119.0063264,1.587934011,0.38927457,4.079213318,4.52E-05,0.00653127
ENSG00000273295,22.52909586,1.581192154,0.939532898,1.682955602,0.092383687,0.50722695
ENSG00000008517,151.5894532,1.580909185,0.381596821,4.142878292,3.43E-05,0.005322844
ENSG00000198467,453.9128375,1.579278918,0.47658017,3.313773881,0.000920459,0.050958985
ENSG00000073605,85.20565292,1.576570361,0.500599404,3.149365235,0.001636256,0.071549337
ENSG00000104899,42.13769577,1.575036201,0.533371456,2.9529818,0.003147205,0.109740668
ENSG00000130303,741.9510756,1.573761478,0.441805336,3.562115146,0.000367879,0.028546804
ENSG00000102802,24.75352644,1.572214187,0.658943382,2.38596248,NA,NA
ENSG00000099377,156.155951,1.570038402,0.445533268,3.523953234,0.000425159,0.031692779
ENSG00000102854,15.98011153,1.567828629,0.731447406,2.14346051,0.032076139,0.342243785
ENSG00000238260,31.73126484,1.567166519,0.475336127,3.296964888,0.000977357,0.05332934
ENSG00000134531,486.1708894,1.56622817,0.522297582,2.998727592,0.002711096,0.098488698
ENSG00000176020,24.28136765,1.565919504,1.495303797,1.04722499,0.294995822,0.726894371
ENSG00000144837,86.50928873,1.56570204,0.481676976,3.250522895,0.00115193,0.058806809
ENSG00000271723,18.87413905,1.565661256,0.8725885,1.794272164,0.072769739,0.468260938
ENSG00000070495,1116.946313,1.565381933,0.340969266,4.590976633,4.41E-06,0.001285114
ENSG00000280157,13.39179522,1.564759219,0.602909009,2.595348878,0.009449495,0.195323945
ENSG00000188511,53.9331764,1.561424831,0.490108582,3.185875308,0.001443168,0.065778588
ENSG00000135926,2881.185448,1.560732926,0.386632817,4.036731637,5.42E-05,0.007436535
ENSG00000256955,19.89441643,1.560011393,0.608372254,2.564238232,0.010340254,0.204949205
ENSG00000290718,164.1658308,1.559017851,0.547649584,2.846743425,0.004416895,0.129854229
ENSG00000116701,15.859655,1.556235221,0.481615034,3.231284555,0.001232352,0.061892176
ENSG00000124635,25.80176381,1.554749231,0.449757589,3.456860468,0.000546508,0.037903215
ENSG00000182240,202.2711835,1.554015446,0.312268162,4.976541425,6.47E-07,0.000272357
ENSG00000105939,251.7535817,1.553801404,0.354729282,4.380245678,1.19E-05,0.002493936
ENSG00000110172,1307.240293,1.549660938,0.469146478,3.303149463,0.000956054,0.052614558
ENSG00000279233,22.39067212,1.54814112,0.53288905,2.905184713,0.003670364,0.119339345
ENSG00000101187,774.9186096,1.543936049,0.626840184,2.463045747,0.013776234,0.23372689
ENSG00000228408,332.654449,1.543757164,0.465412916,3.316962446,0.000910018,0.050826814
ENSG00000108342,56.35538676,1.541287041,2.260270489,0.681903802,0.495299781,0.843906554
ENSG00000163106,19.91235749,1.538834159,0.908085149,1.694592364,0.090152777,0.503307055
ENSG00000168394,586.4491605,1.537665517,0.38018402,4.044529586,5.24E-05,0.007299097
ENSG00000187554,23.96392,1.536764281,0.526836134,2.916968261,0.003534517,0.117407986
ENSG00000289901,6130.098814,1.536493003,0.751603299,2.044287199,0.040925183,0.376702682
ENSG00000131095,149858.6529,1.535042549,0.456766597,3.360671645,0.000777532,0.04585962
ENSG00000290461,47.30916647,1.534891715,0.592138337,2.592116772,0.009538739,0.196098243
ENSG00000255002,9.923506171,1.532793027,0.665388768,2.303605201,0.021244816,0.285628766
ENSG00000279759,46.26562653,1.532580389,0.541764491,2.828868292,0.004671292,0.132802163
ENSG00000185862,52.17083639,1.532421524,0.720691497,2.126321081,NA,NA
ENSG00000187922,25.89126342,1.531909821,0.668145954,2.292777219,0.021860834,0.289247404
ENSG00000116096,544.0612571,1.527607181,0.364630908,4.189461586,2.80E-05,0.004727027
ENSG00000137752,40.72235037,1.525003928,0.3466927,4.398719461,1.09E-05,0.002368201
ENSG00000262580,18.16102221,1.523588169,0.548885563,2.77578474,0.005506866,0.146032201
ENSG00000187513,91.42143125,1.523388237,0.500190853,3.045613945,0.002322058,0.088819881
ENSG00000261423,11.7565236,1.517340105,0.513528944,2.954731417,0.003129414,0.109321617
ENSG00000154734,560.8564593,1.516682307,0.481894561,3.147332282,0.001647676,0.071552976
ENSG00000166592,40.98379997,1.516382713,0.533413646,2.842789503,0.00447206,0.130067551
ENSG00000271344,29.37510357,1.515607706,0.530873648,2.854931133,0.004304616,0.128215608
ENSG00000056736,345.9787884,1.513391745,0.40053219,3.77845223,0.000157806,0.016066737
ENSG00000109943,15.21587709,1.511945162,0.456013065,3.315574217,0.000914551,0.050929705
ENSG00000117616,482.9737229,1.510467886,0.408908549,3.693901459,0.000220839,0.020102757
ENSG00000234771,64.70088807,1.506211234,0.515946763,2.919315215,0.003508013,0.117215537
ENSG00000291194,106.0254222,1.503966195,0.490082004,3.068805185,0.002149167,0.083901703
ENSG00000177234,48.51906807,1.50329641,0.373562164,4.02422021,5.72E-05,0.00762219
ENSG00000216490,99.06737225,1.503078955,0.416956924,3.604878269,0.000312299,0.025368798
ENSG00000138964,39.37796131,1.502326299,0.444106735,3.382804582,0.000717497,0.043964666
ENSG00000243414,51.34769856,1.496375625,0.357795112,4.182213716,2.89E-05,0.004807027
ENSG00000108821,30.3425019,1.496174881,0.935617784,1.599130442,0.109791622,0.537156219
